Sample in Buffer,Sample in Window,TRIGGER,zynq_i/system_ila_0/inst/net_slot_0_axi_ar_cnt[1:0],zynq_i/system_ila_0/inst/net_slot_0_axi_araddr[31:0],zynq_i/system_ila_0/inst/net_slot_0_axi_arlen[7:0],zynq_i/system_ila_0/inst/net_slot_0_axi_arsize[2:0],zynq_i/system_ila_0/inst/net_slot_0_axi_aw_cnt[1:0],zynq_i/system_ila_0/inst/net_slot_0_axi_awaddr[31:0],zynq_i/system_ila_0/inst/net_slot_0_axi_awlen[7:0],zynq_i/system_ila_0/inst/net_slot_0_axi_awsize[2:0],zynq_i/system_ila_0/inst/net_slot_0_axi_b_cnt[1:0],zynq_i/system_ila_0/inst/net_slot_0_axi_r_cnt[1:0],zynq_i/system_ila_0/inst/net_slot_0_axi_rdata[63:0],zynq_i/system_ila_0/inst/net_slot_0_axi_rresp[1:0],zynq_i/system_ila_0/inst/net_slot_0_axi_wdata[63:0],zynq_i/system_ila_0/inst/net_slot_0_axi_aw_ctrl[1:0],zynq_i/system_ila_0/inst/net_slot_0_axi_awvalid,zynq_i/system_ila_0/inst/net_slot_0_axi_awready,zynq_i/system_ila_0/inst/net_slot_0_axi_w_ctrl[2:0],zynq_i/system_ila_0/inst/net_slot_0_axi_wvalid,zynq_i/system_ila_0/inst/net_slot_0_axi_wready,zynq_i/system_ila_0/inst/net_slot_0_axi_wlast,zynq_i/system_ila_0/inst/net_slot_0_axi_b_ctrl[1:0],zynq_i/system_ila_0/inst/net_slot_0_axi_bvalid,zynq_i/system_ila_0/inst/net_slot_0_axi_bready,zynq_i/system_ila_0/inst/net_slot_0_axi_ar_ctrl[1:0],zynq_i/system_ila_0/inst/net_slot_0_axi_arvalid,zynq_i/system_ila_0/inst/net_slot_0_axi_arready,zynq_i/system_ila_0/inst/net_slot_0_axi_r_ctrl[2:0],zynq_i/system_ila_0/inst/net_slot_0_axi_rvalid,zynq_i/system_ila_0/inst/net_slot_0_axi_rready,zynq_i/system_ila_0/inst/net_slot_0_axi_rlast,zynq_i/system_ila_0/inst/net_slot_1_axis_tdata[23:0],zynq_i/system_ila_0/inst/net_slot_1_axis_tkeep[2:0],zynq_i/system_ila_0/inst/net_slot_1_axis_tuser,zynq_i/system_ila_0/inst/net_slot_1_axis_tvalid,zynq_i/system_ila_0/inst/net_slot_1_axis_tready,zynq_i/system_ila_0/inst/net_slot_1_axis_tlast,AR_Channel_(i2:s0)_(axi_vdma_0_M_AXI_MM2S)[2:0],AW_Channel_(i2:s0)_(axi_vdma_0_M_AXI_MM2S)[2:0],B_Channel_(i2:s0)_(axi_vdma_0_M_AXI_MM2S)[2:0],Interface_(i2:s0)_(axi_vdma_0_M_AXI_MM2S)[2:0],Interface_(i2:s1)_(axi_vdma_0_M_AXIS_MM2S)[2:0],R_Channel_(i2:s0)_(axi_vdma_0_M_AXI_MM2S)[2:0],T_Channel_(i2:s1)_(axi_vdma_0_M_AXIS_MM2S)[2:0],W_Channel_(i2:s0)_(axi_vdma_0_M_AXI_MM2S)[2:0],slot_0___axi_vdma_0_M_AXI_MM2S___Read_Transactions_0[15:0],slot_0___axi_vdma_0_M_AXI_MM2S___Read_Transactions_1[15:0],slot_0___axi_vdma_0_M_AXI_MM2S___Read_Transactions_2[15:0]
332,332,0,2,00000000,00,"1 byte",0,00000000,00,"8 bytes",0,2,00ff0000ff0000ff,"OKAY",0000000000000000,0,0,0,0,0,0,0,0,0,0,2,0,1,3,1,1,0,ff0000,7,0,1,0,0,"_","No Write Addr Cmds","No Write Responses","Active","_","Data Beat","_","No Write Data Beats","Read (ID:0 Addr:0x011615c0)","Read (ID:0 Addr:0x01161600)","_"
333,333,0,2,00000000,00,"1 byte",0,00000000,00,"8 bytes",0,2,ff0000ff0000ff00,"OKAY",0000000000000000,0,0,0,0,0,0,0,0,0,0,2,0,1,3,1,1,0,ff0000,7,0,1,1,0,"_","No Write Addr Cmds","No Write Responses","Active","Active","Data Beat","Stream Beat","No Write Data Beats","Read (ID:0 Addr:0x011615c0)","Read (ID:0 Addr:0x01161600)","_"
334,334,0,2,00000000,00,"1 byte",0,00000000,00,"8 bytes",0,2,0000ff0000ff0000,"OKAY",0000000000000000,0,0,0,0,0,0,0,0,0,0,2,0,1,7,1,1,1,ff0000,7,0,1,1,0,"_","No Write Addr Cmds","No Write Responses","Active","Active","Last Data","Stream Beat","No Write Data Beats","Read (ID:0 Addr:0x011615c0)","Read (ID:0 Addr:0x01161600)","_"
335,335,0,1,00000000,00,"1 byte",0,00000000,00,"8 bytes",0,1,0000ff0000ff0000,"OKAY",0000000000000000,0,0,0,0,0,0,0,0,0,0,2,0,1,6,0,1,1,ff0000,7,0,1,1,0,"_","No Write Addr Cmds","No Write Responses","_","Active","_","Stream Beat","No Write Data Beats","_","Read (ID:0 Addr:0x01161600)","_"
336,336,0,1,00000000,00,"1 byte",0,00000000,00,"8 bytes",0,1,0000ff0000ff0000,"OKAY",0000000000000000,0,0,0,0,0,0,0,0,0,0,2,0,1,6,0,1,1,ff0000,7,0,1,0,0,"_","No Write Addr Cmds","No Write Responses","_","_","_","_","No Write Data Beats","_","Read (ID:0 Addr:0x01161600)","_"
337,337,0,1,00000000,00,"1 byte",0,00000000,00,"8 bytes",0,1,0000ff0000ff0000,"OKAY",0000000000000000,0,0,0,0,0,0,0,0,0,0,2,0,1,6,0,1,1,ff0000,7,0,1,1,0,"_","No Write Addr Cmds","No Write Responses","_","Active","_","Stream Beat","No Write Data Beats","_","Read (ID:0 Addr:0x01161600)","_"
338,338,0,1,00000000,00,"1 byte",0,00000000,00,"8 bytes",0,1,0000ff0000ff0000,"OKAY",0000000000000000,0,0,0,0,0,0,0,0,0,0,2,0,1,6,0,1,1,ff0000,7,0,1,1,0,"_","No Write Addr Cmds","No Write Responses","_","Active","_","Stream Beat","No Write Data Beats","_","Read (ID:0 Addr:0x01161600)","_"
339,339,0,1,00000000,00,"1 byte",0,00000000,00,"8 bytes",0,1,0000ff0000ff0000,"OKAY",0000000000000000,0,0,0,0,0,0,0,0,0,0,2,0,1,6,0,1,1,ff0000,7,0,1,1,0,"_","No Write Addr Cmds","No Write Responses","_","Active","_","Stream Beat","No Write Data Beats","_","Read (ID:0 Addr:0x01161600)","_"
340,340,0,1,00000000,00,"1 byte",0,00000000,00,"8 bytes",0,1,0000ff0000ff0000,"OKAY",0000000000000000,0,0,0,0,0,0,0,0,0,0,2,0,1,6,0,1,1,ff0000,7,0,1,0,0,"_","No Write Addr Cmds","No Write Responses","_","_","_","_","No Write Data Beats","_","Read (ID:0 Addr:0x01161600)","_"
341,341,0,1,00000000,00,"1 byte",0,00000000,00,"8 bytes",0,1,0000ff0000ff0000,"OKAY",0000000000000000,0,0,0,0,0,0,0,0,0,0,2,0,1,6,0,1,1,ff0000,7,0,1,1,0,"_","No Write Addr Cmds","No Write Responses","_","Active","_","Stream Beat","No Write Data Beats","_","Read (ID:0 Addr:0x01161600)","_"
342,342,0,1,00000000,00,"1 byte",0,00000000,00,"8 bytes",0,1,0000ff0000ff0000,"OKAY",0000000000000000,0,0,0,0,0,0,0,0,0,0,2,0,1,6,0,1,1,ff0000,7,0,1,1,0,"_","No Write Addr Cmds","No Write Responses","_","Active","_","Stream Beat","No Write Data Beats","_","Read (ID:0 Addr:0x01161600)","_"
343,343,0,1,00000000,00,"1 byte",0,00000000,00,"8 bytes",0,1,0000ff0000ff0000,"OKAY",0000000000000000,0,0,0,0,0,0,0,0,0,0,2,0,1,6,0,1,1,ff0000,7,0,1,1,0,"_","No Write Addr Cmds","No Write Responses","_","Active","_","Stream Beat","No Write Data Beats","_","Read (ID:0 Addr:0x01161600)","_"
344,344,0,1,00000000,00,"1 byte",0,00000000,00,"8 bytes",0,1,0000ff0000ff0000,"OKAY",0000000000000000,0,0,0,0,0,0,0,0,0,0,2,0,1,6,0,1,1,ff0000,7,0,1,0,0,"_","No Write Addr Cmds","No Write Responses","_","_","_","_","No Write Data Beats","_","Read (ID:0 Addr:0x01161600)","_"
345,345,0,1,00000000,00,"1 byte",0,00000000,00,"8 bytes",0,1,0000ff0000ff0000,"OKAY",0000000000000000,0,0,0,0,0,0,0,0,0,0,2,0,1,6,0,1,1,ff0000,7,0,1,1,0,"_","No Write Addr Cmds","No Write Responses","_","Active","_","Stream Beat","No Write Data Beats","_","Read (ID:0 Addr:0x01161600)","_"
346,346,0,1,00000000,00,"1 byte",0,00000000,00,"8 bytes",0,1,0000ff0000ff0000,"OKAY",0000000000000000,0,0,0,0,0,0,0,0,0,0,2,0,1,6,0,1,1,ff0000,7,0,1,1,0,"_","No Write Addr Cmds","No Write Responses","_","Active","_","Stream Beat","No Write Data Beats","_","Read (ID:0 Addr:0x01161600)","_"
347,347,0,1,00000000,00,"1 byte",0,00000000,00,"8 bytes",0,1,0000ff0000ff0000,"OKAY",0000000000000000,0,0,0,0,0,0,0,0,0,0,2,0,1,6,0,1,1,ff0000,7,0,1,0,0,"_","No Write Addr Cmds","No Write Responses","_","_","_","_","No Write Data Beats","_","Read (ID:0 Addr:0x01161600)","_"
348,348,0,1,00000000,00,"1 byte",0,00000000,00,"8 bytes",0,1,0000ff0000ff0000,"OKAY",0000000000000000,0,0,0,0,0,0,0,0,0,0,2,0,1,6,0,1,1,ff0000,7,0,1,1,0,"_","No Write Addr Cmds","No Write Responses","_","Active","_","Stream Beat","No Write Data Beats","_","Read (ID:0 Addr:0x01161600)","_"
349,349,0,1,00000000,00,"1 byte",0,00000000,00,"8 bytes",0,1,0000ff0000ff0000,"OKAY",0000000000000000,0,0,0,0,0,0,0,0,0,0,2,0,1,6,0,1,1,ff0000,7,0,1,1,0,"_","No Write Addr Cmds","No Write Responses","_","Active","_","Stream Beat","No Write Data Beats","_","Read (ID:0 Addr:0x01161600)","_"
350,350,0,1,00000000,00,"1 byte",0,00000000,00,"8 bytes",0,1,0000ff0000ff0000,"OKAY",0000000000000000,0,0,0,0,0,0,0,0,0,0,2,0,1,6,0,1,1,ff0000,7,0,1,1,0,"_","No Write Addr Cmds","No Write Responses","_","Active","_","Stream Beat","No Write Data Beats","_","Read (ID:0 Addr:0x01161600)","_"
351,351,0,1,00000000,00,"1 byte",0,00000000,00,"8 bytes",0,1,0000ff0000ff0000,"OKAY",0000000000000000,0,0,0,0,0,0,0,0,0,0,2,0,1,6,0,1,1,ff0000,7,0,1,0,0,"_","No Write Addr Cmds","No Write Responses","_","_","_","_","No Write Data Beats","_","Read (ID:0 Addr:0x01161600)","_"
352,352,0,1,00000000,00,"1 byte",0,00000000,00,"8 bytes",0,1,0000ff0000ff0000,"OKAY",0000000000000000,0,0,0,0,0,0,0,0,0,0,2,0,1,6,0,1,1,ff0000,7,0,1,1,0,"_","No Write Addr Cmds","No Write Responses","_","Active","_","Stream Beat","No Write Data Beats","_","Read (ID:0 Addr:0x01161600)","_"
353,353,0,1,00000000,00,"1 byte",0,00000000,00,"8 bytes",0,1,0000ff0000ff0000,"OKAY",0000000000000000,0,0,0,0,0,0,0,0,0,0,2,0,1,6,0,1,1,ff0000,7,0,1,1,0,"_","No Write Addr Cmds","No Write Responses","_","Active","_","Stream Beat","No Write Data Beats","_","Read (ID:0 Addr:0x01161600)","_"
354,354,0,1,00000000,00,"1 byte",0,00000000,00,"8 bytes",0,1,0000ff0000ff0000,"OKAY",0000000000000000,0,0,0,0,0,0,0,0,0,0,2,0,1,6,0,1,1,ff0000,7,0,1,1,0,"_","No Write Addr Cmds","No Write Responses","_","Active","_","Stream Beat","No Write Data Beats","_","Read (ID:0 Addr:0x01161600)","_"
355,355,0,1,00000000,00,"1 byte",0,00000000,00,"8 bytes",0,1,0000ff0000ff0000,"OKAY",0000000000000000,0,0,0,0,0,0,0,0,0,0,2,0,1,6,0,1,1,ff0000,7,0,1,0,0,"_","No Write Addr Cmds","No Write Responses","_","_","_","_","No Write Data Beats","_","Read (ID:0 Addr:0x01161600)","_"
356,356,0,1,00000000,00,"1 byte",0,00000000,00,"8 bytes",0,1,0000ff0000ff0000,"OKAY",0000000000000000,0,0,0,0,0,0,0,0,0,0,2,0,1,6,0,1,1,ff0000,7,0,1,1,0,"_","No Write Addr Cmds","No Write Responses","_","Active","_","Stream Beat","No Write Data Beats","_","Read (ID:0 Addr:0x01161600)","_"
357,357,0,1,01161640,07,"8 bytes",0,00000000,00,"8 bytes",0,1,0000ff0000ff0000,"OKAY",0000000000000000,0,0,0,0,0,0,0,0,0,0,3,1,1,6,0,1,1,ff0000,7,0,1,1,0,"Addr Cmd","No Write Addr Cmds","No Write Responses","Active","Active","_","Stream Beat","No Write Data Beats","_","Read (ID:0 Addr:0x01161600)","_"
